"","V1","V2"
"1",0.316803850794783,0.00526149770552306
"2",0.511571474658796,-0.307355600857883
"3",0.21231623662584,0.765404412856967
"4",0.342106704504468,0.0129019996477893
"5",-0.304327410401464,0.819329035836838
"6",0.303906606580552,0.0368141777196808
"7",0.326654566977682,0.0464388504838256
"8",-0.12332887605785,0.809269318321546
"9",0.360747353726899,0.0567121366444769
"10",-0.815743247053191,0.495650412825038
"11",0.399906601116727,0.0697160417746853
"12",0.166841911969669,-0.524410023763517
"13",0.357211831367239,0.0892275070879837
"14",0.317482084806968,0.105024793288835
"15",0.1200332842175,0.81101965974281
"16",0.326024424522362,0.120084248282132
"17",-0.37436313102724,-0.0381830307674416
"18",0.414684072747778,-0.384093817581698
"19",-0.338561044088675,-0.0595206025534881
"20",-0.28475283568592,-0.254957577569463
"21",0.346553156112705,0.13737658832161
"22",0.325782865380147,0.150831364827373
"23",-0.271845089410417,0.844944452158348
"24",0.35907081503838,0.17316289610149
"25",0.323244529280859,0.182547109606007
"26",0.372552490536939,0.707533296305547
"27",-0.60378384999608,0.668816783072318
"28",0.352370843977356,0.207725641511889
"29",-0.509697234207543,0.732187976543944
"30",0.326470437438478,0.217889674212722
"31",0.322743044091416,0.234780044702637
"32",0.28691527485736,0.238030792999678
"33",0.305363417335002,0.265122961720954
"34",0.299994342856136,0.282224391837026
"35",-0.339412710155232,-0.0898558775890096
"36",0.278551129189959,0.290112662570102
"37",-0.372116601173204,0.788490658715156
"38",0.275551408426683,0.309089434080687
"39",0.276099162629125,0.33180228591542
"40",-0.539979630337254,0.709301815015647
"41",0.281820776609547,-0.492743282236235
"42",0.229151184635984,0.317910353107311
"43",0.646895536535484,0.288475266143925
"44",0.257695724814563,0.365725851670379
"45",0.641476164976958,0.226876002828349
"46",-0.219280905938749,-0.410866936319505
"47",0.242668048850559,0.378181513737095
"48",0.210124918863296,0.372119727992021
"49",0.201382257264916,0.390203330600987
"50",0.18641223921315,0.401843347895502
"51",0.204397703675587,0.459379072635663
"52",0.602546066472688,-0.275814678564237
"53",0.153770257823609,0.422059110982587
"54",0.134704188474483,0.42788954859623
"55",0.549134780080714,-0.304793884403291
"56",0.115350567847617,0.432688157334363
"57",-0.197669812969247,-0.358961268484029
"58",0.517140413841605,-0.347507312631018
"59",-0.0738481654999502,-0.487372848419099
"60",0.118404333421127,0.483305833298272
"61",0.0821682019223416,0.453414276971154
"62",-0.719645652997561,0.568683011576751
"63",0.321674399043819,-0.462463556106178
"64",0.641689412430245,0.141406039419712
"65",0.139524090197413,-0.47306389115792
"66",0.0697122658558326,0.47645855921272
"67",0.602710330902745,0.305767731789573
"68",-0.256616966666061,-0.340130599558473
"69",0.0514704960742344,0.487326093736026
"70",0.653730424424106,0.113853298506105
"71",0.0120192142982289,0.794781813448646
"72",0.0263107917118873,0.475802612393396
"73",0.376170823109561,-0.412401986917315
"74",-0.338197199087098,-0.221832640173175
"75",0.010180061316251,0.496628381544193
"76",0.467365147208634,0.569967917873566
"77",0.340333545828772,-0.445926747001919
"78",-0.0087430497578859,0.511478128412134
"79",-0.0285926199809741,0.527944622300551
"80",-0.347894890799959,-0.188444867264324
"81",-0.329814473537158,-0.237514915840127
"82",0.394805519742942,-0.397420012013492
"83",-0.0520024135160961,0.522500975323368
"84",-0.954110781759941,0.24633159659262
"85",-0.0781203186931731,0.460285320840299
"86",-0.0973169907019413,0.520275096231108
"87",0.69883301703032,0.0546789523915196
"88",-0.119399412784474,0.498956312299687
"89",-0.142180794399183,0.508762200194592
"90",0.0312461702646704,-0.50959297476042
"91",-0.165162301335402,0.510215402343914
"92",0.699938331622413,0.175258082779315
"93",0.567967215805262,0.452314429276184
"94",0.483650547590977,0.50444790014439
"95",-0.625133442053566,0.634217468030223
"96",-0.187522224275743,0.504466998964379
"97",-0.202773086090268,0.464467410092091
"98",-0.235025397917846,0.503583665763737
"99",0.420497157926161,0.660191053414375
"100",-0.30226560128831,-0.327036445559104
